# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 610K of event 'LLC-load-misses'
# Event count (approx.): 454948480
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                       
# ........  ...............  ..................  .............................................................................................................................................................................
#
    52.16%  java             perf-24668.map      [.] void pim.algorithm.CPUTreeNode.insertNewCPUNode(int, int)
     2.04%  java             [kernel.kallsyms]   [k] copy_user_enhanced_fast_string
     1.49%  java             perf-24668.map      [.] pim.algorithm.TreeNode pim.algorithm.BSTBuilder.buildCPUTree(java.util.ArrayList)
     0.98%  G1 Refine#0      libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.96%  G1 Conc#5        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.95%  G1 Conc#3        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.93%  G1 Conc#2        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.90%  G1 Conc#1        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.89%  G1 Conc#0        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.89%  G1 Conc#4        libjvm.so           [.] OopOopIterateBoundedDispatch<G1CMOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.87%  java             perf-24668.map      [.] StubRoutines (2)
     0.81%  G1 Refine#0      libjvm.so           [.] OopOopIterateDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.81%  G1 Conc#0        [kernel.kallsyms]   [k] copy_page
     0.69%  G1 Conc#2        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.68%  G1 Conc#1        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.67%  G1 Conc#3        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.66%  G1 Conc#4        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.62%  GC Thread#2      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.62%  GC Thread#7      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.61%  G1 Conc#5        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.60%  GC Thread#4      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.60%  GC Thread#9      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.60%  GC Thread#0      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.59%  G1 Conc#5        [kernel.kallsyms]   [k] copy_page
     0.59%  GC Thread#12     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.58%  GC Thread#1      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.58%  GC Thread#20     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.58%  GC Thread#22     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.58%  GC Thread#3      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.57%  GC Thread#17     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.57%  GC Thread#15     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.56%  GC Thread#10     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.56%  GC Thread#5      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.56%  GC Thread#11     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.56%  GC Thread#19     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.55%  GC Thread#8      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.54%  GC Thread#16     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.53%  GC Thread#6      libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.52%  GC Thread#13     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.51%  GC Thread#14     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.51%  GC Thread#18     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.50%  GC Thread#21     libjvm.so           [.] G1ParScanThreadState::trim_queue_to_threshold
     0.45%  G1 Conc#4        [kernel.kallsyms]   [k] copy_page
     0.41%  G1 Conc#3        [kernel.kallsyms]   [k] copy_page
     0.40%  G1 Conc#1        [kernel.kallsyms]   [k] copy_page
     0.36%  java             libdpuhw.so.2023.1  [.] xeon_sp_read_from_cis
     0.35%  G1 Refine#0      libjvm.so           [.] G1RemSet::refine_card_concurrently
     0.33%  G1 Conc#0        libjvm.so           [.] OopOopIterateDispatch<G1RebuildRemSetClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.26%  G1 Conc#2        [kernel.kallsyms]   [k] copy_page
     0.26%  GC Thread#18     libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.24%  GC Thread#8      libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.24%  GC Thread#2      libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.22%  GC Thread#7      libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.22%  GC Thread#16     libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.22%  GC Thread#14     libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.21%  GC Thread#5      libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.21%  GC Thread#22     libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.21%  GC Thread#6      libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.21%  java             [kernel.kallsyms]   [k] copy_page
     0.21%  GC Thread#19     libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.20%  GC Thread#0      libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.20%  GC Thread#15     libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.20%  G1 Refine#0      libjvm.so           [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.20%  GC Thread#17     libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.20%  GC Thread#4      libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.19%  GC Thread#9      libjvm.so           [.] G1ParScanThreadState::steal_and_trim_queue
     0.18%  G1 Conc#0        libjvm.so           [.] G1RebuildRemSetClosure::do_oop_work<narrowOop>
